Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Vegetables,434,Wedding,495,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,36,2024-08-21 15:11:01.224489728,2024,8,21,2,0,3,1.140552995391705
Fruits,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,30,2024-08-21 21:03:40.408163328,2024,8,21,2,0,3,1.2857142857142858
Vegetables,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-08-22 02:56:19.591836672,2024,8,22,3,0,3,1.2857142857142858
Fruits,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-08-22 08:48:58.775510272,2024,8,22,3,0,3,1.25
Baked Goods,247,Wedding,348,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,16,2024-08-22 14:41:37.959183616,2024,8,22,3,0,3,1.408906882591093
Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,2024-08-22 20:34:17.142857216,2024,8,22,3,0,3,1.25
Baked Goods,207,Wedding,280,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,20,2024-08-23 02:26:56.326530560,2024,8,23,4,0,3,1.3526570048309179
Baked Goods,280,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,2024-08-23 08:19:35.510204160,2024,8,23,4,0,3,1.25
Baked Goods,400,Corporate,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,40,2024-08-23 14:12:14.693877504,2024,8,23,4,0,3,1.25
Dairy Products,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-08-23 20:04:53.877551104,2024,8,23,4,0,3,1.3636363636363635
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-08-24 01:57:33.061224448,2024,8,24,5,1,3,1.25
Baked Goods,250,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-08-24 07:50:12.244898048,2024,8,24,5,1,3,1.4
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-08-24 13:42:51.428571392,2024,8,24,5,1,3,1.25
Vegetables,250,Corporate,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,Moderate,25,2024-08-24 19:35:30.612244992,2024,8,24,5,1,3,1.4
Vegetables,350,Wedding,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-08-25 07:20:48.979591936,2024,8,25,6,1,3,1.2857142857142858
Fruits,261,Corporate,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2024-08-25 13:13:28.163265280,2024,8,25,6,1,3,1.3409961685823755
Baked Goods,247,Corporate,348,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,16,2024-08-25 19:06:07.346938880,2024,8,25,6,1,3,1.408906882591093
Baked Goods,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,2024-08-26 00:58:46.530612224,2024,8,26,0,0,3,1.263157894736842
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-08-26 06:51:25.714285824,2024,8,26,0,0,3,1.2857142857142858
Dairy Products,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,2024-08-26 12:44:04.897959168,2024,8,26,0,0,3,1.3333333333333333
Baked Goods,380,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,2024-08-26 18:36:44.081632768,2024,8,26,0,0,3,1.263157894736842
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-08-27 00:29:23.265306112,2024,8,27,1,0,3,1.3333333333333333
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20,2024-08-27 06:22:02.448979712,2024,8,27,1,0,3,1.3333333333333333
Dairy Products,300,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,2024-08-27 12:14:41.632653056,2024,8,27,1,0,3,1.3333333333333333
Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-08-27 18:07:20.816326656,2024,8,27,1,0,3,1.25
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-08-28 00:00:00.000000000,2024,8,28,2,0,3,1.25
Baked Goods,208,Corporate,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,2024-08-28 05:52:39.183673344,2024,8,28,2,0,3,1.3557692307692308
Baked Goods,320,Wedding,400,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,35,2024-08-28 11:45:18.367346944,2024,8,28,2,0,3,1.25
Meat,430,Corporate,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,2024-08-29 05:23:15.918367232,2024,8,29,3,0,3,1.1093023255813954
Fruits,350,Social Gathering,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-08-29 11:15:55.102040832,2024,8,29,3,0,3,1.2857142857142858
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-08-29 17:08:34.285714176,2024,8,29,3,0,3,1.3636363636363635
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-08-30 04:53:52.653061120,2024,8,30,4,0,3,1.2857142857142858
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,2024-08-30 10:46:31.836734720,2024,8,30,4,0,3,1.2857142857142858
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Buffet,Rural,High,35,2024-08-30 16:39:11.020408064,2024,8,30,4,0,3,1.25
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,2024-08-30 22:31:50.204081664,2024,8,30,4,0,3,1.3333333333333333
Meat,380,Wedding,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,2024-08-31 04:24:29.387755008,2024,8,31,5,1,3,1.263157894736842
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Low,20,2024-08-31 10:17:08.571428608,2024,8,31,5,1,3,1.3333333333333333
Fruits,380,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-08-31 16:09:47.755101952,2024,8,31,5,1,3,1.3157894736842106
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,2024-08-31 22:02:26.938775552,2024,8,31,5,1,3,1.25
Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,2024-09-01 03:55:06.122448896,2024,9,1,6,1,3,1.2857142857142858
Meat,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-09-01 09:47:45.306122496,2024,9,1,6,1,3,1.25
Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,2024-09-01 15:40:24.489795840,2024,9,1,6,1,3,1.263157894736842
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Finger Food,Urban,High,30,2024-09-01 21:33:03.673469440,2024,9,1,6,1,3,1.4
Meat,280,Wedding,350,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,20,2024-09-02 03:25:42.857142784,2024,9,2,0,0,3,1.25
Meat,429,Birthday,496,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,42,2024-09-02 09:18:22.040816384,2024,9,2,0,0,3,1.156177156177156
Dairy Products,320,Wedding,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,2024-09-02 15:11:01.224489728,2024,9,2,0,0,3,1.25
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,50,2024-09-02 21:03:40.408163328,2024,9,2,0,0,3,1.25
Fruits,400,Wedding,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-09-03 02:56:19.591836672,2024,9,3,1,0,3,1.125
Meat,208,Corporate,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2024-09-03 08:48:58.775510272,2024,9,3,1,0,3,1.3557692307692308
Vegetables,350,Wedding,450,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,2024-09-03 14:41:37.959183616,2024,9,3,1,0,3,1.2857142857142858
Vegetables,280,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,25,2024-09-03 20:34:17.142857216,2024,9,3,1,0,3,1.25
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-09-04 02:26:56.326530560,2024,9,4,2,0,3,1.2857142857142858
Fruits,300,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,2024-09-04 08:19:35.510204160,2024,9,4,2,0,3,1.5
Fruits,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,2024-09-04 14:12:14.693877504,2024,9,4,2,0,3,1.410909090909091
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,2024-09-05 01:57:33.061224448,2024,9,5,3,0,3,1.25
Vegetables,302,Social Gathering,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,2024-09-05 07:50:12.244898048,2024,9,5,3,0,3,1.228476821192053
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,2024-09-05 13:42:51.428571392,2024,9,5,3,0,3,1.25
Meat,397,Wedding,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,2024-09-05 19:35:30.612244992,2024,9,5,3,0,3,1.2141057934508817
Vegetables,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,2024-09-06 01:28:09.795918336,2024,9,6,4,0,3,1.25
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,2024-09-06 07:20:48.979591936,2024,9,6,4,0,3,1.3333333333333333
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,2024-09-06 13:13:28.163265280,2024,9,6,4,0,3,1.3333333333333333
Fruits,300,Wedding,400,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,20,2024-09-06 19:06:07.346938880,2024,9,6,4,0,3,1.3333333333333333
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,2024-09-07 00:58:46.530612224,2024,9,7,5,1,3,1.25
Meat,320,Social Gathering,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-09-07 12:44:04.897959168,2024,9,7,5,1,3,1.25
Meat,280,Wedding,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,2024-09-07 18:36:44.081632768,2024,9,7,5,1,3,1.25
Fruits,280,Wedding,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,2024-09-08 00:29:23.265306112,2024,9,8,6,1,3,1.25
Meat,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-09-08 06:22:02.448979712,2024,9,8,6,1,3,1.25
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-09-08 12:14:41.632653056,2024,9,8,6,1,3,1.3333333333333333
Fruits,280,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,2024-09-08 18:07:20.816326656,2024,9,8,6,1,3,1.25
Meat,400,Birthday,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,2024-09-09 00:00:00.000000000,2024,9,9,0,0,3,1.25
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,2024-09-09 05:52:39.183673344,2024,9,9,0,0,3,1.25
Baked Goods,342,Corporate,405,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,29,2024-09-09 11:45:18.367346944,2024,9,9,0,0,3,1.1842105263157894
Vegetables,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-09-09 17:37:57.551020288,2024,9,9,0,0,3,1.2857142857142858
Fruits,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,2024-09-09 23:30:36.734693888,2024,9,9,0,0,3,1.4
Baked Goods,320,Birthday,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,2024-09-10 05:23:15.918367232,2024,9,10,1,0,3,1.5
Vegetables,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,2024-09-10 11:15:55.102040832,2024,9,10,1,0,3,1.25
Fruits,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,2024-09-10 17:08:34.285714176,2024,9,10,1,0,3,1.25
Fruits,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,2024-09-10 23:01:13.469387776,2024,9,10,1,0,3,1.25
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,2024-09-11 10:46:31.836734720,2024,9,11,2,0,3,1.2857142857142858
Vegetables,400,Corporate,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,2024-09-11 16:39:11.020408064,2024,9,11,2,0,3,1.25
Meat,250,Social Gathering,350,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,20,2024-09-11 22:31:50.204081664,2024,9,11,2,0,3,1.4
Vegetables,434,Wedding,495,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,36,2024-09-12 04:24:29.387755008,2024,9,12,3,0,3,1.140552995391705
Vegetables,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,45,2024-09-12 10:17:08.571428608,2024,9,12,3,0,3,1.2857142857142858
Vegetables,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,2024-09-12 16:09:47.755101952,2024,9,12,3,0,3,1.25
Baked Goods,280,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,2024-09-12 22:02:26.938775552,2024,9,12,3,0,3,1.25
Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,20,2024-09-13 03:55:06.122448896,2024,9,13,4,0,3,1.4
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-09-13 09:47:45.306122496,2024,9,13,4,0,3,1.3333333333333333
Vegetables,250,Corporate,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20,2024-09-13 15:40:24.489795840,2024,9,13,4,0,3,1.4
Baked Goods,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-09-13 21:33:03.673469440,2024,9,13,4,0,3,1.3333333333333333
Vegetables,300,Wedding,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,2024-09-14 03:25:42.857142784,2024,9,14,5,1,3,1.3333333333333333
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,20,2024-09-14 09:18:22.040816384,2024,9,14,5,1,3,1.25
Baked Goods,432,Wedding,477,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,23,2024-09-14 15:11:01.224489728,2024,9,14,5,1,3,1.1041666666666667
Dairy Products,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,40,2024-09-14 21:03:40.408163328,2024,9,14,5,1,3,1.3333333333333333
Dairy Products,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,2024-09-15 02:56:19.591836672,2024,9,15,6,1,3,1.5
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,2024-09-15 08:48:58.775510272,2024,9,15,6,1,3,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,2024-09-15 14:41:37.959183616,2024,9,15,6,1,3,1.3333333333333333
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-09-15 20:34:17.142857216,2024,9,15,6,1,3,1.25
Meat,350,Social Gathering,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-09-16 02:26:56.326530560,2024,9,16,0,0,3,1.2857142857142858
Meat,220,Social Gathering,300,Room Temperature,Occasional,Winter,Finger Food,Rural,Moderate,15,2024-09-16 08:19:35.510204160,2024,9,16,0,0,3,1.3636363636363635
Dairy Products,275,Wedding,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,2024-09-16 14:12:14.693877504,2024,9,16,0,0,3,1.410909090909091
Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-09-16 20:04:53.877551104,2024,9,16,0,0,3,1.25
Fruits,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-09-17 01:57:33.061224448,2024,9,17,1,0,3,1.3157894736842106
Dairy Products,400,Birthday,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,2024-09-17 07:50:12.244898048,2024,9,17,1,0,3,1.25
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,2024-09-17 13:42:51.428571392,2024,9,17,1,0,3,1.3333333333333333
Baked Goods,275,Birthday,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,2024-09-17 19:35:30.612244992,2024,9,17,1,0,3,1.410909090909091
Meat,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-09-18 07:20:48.979591936,2024,9,18,2,0,3,1.4
Baked Goods,434,Wedding,495,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,Low,36,2024-09-18 13:13:28.163265280,2024,9,18,2,0,3,1.140552995391705
Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,2024-09-18 19:06:07.346938880,2024,9,18,2,0,3,1.25
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,20,2024-09-19 00:58:46.530612224,2024,9,19,3,0,3,1.25
Baked Goods,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,2024-09-19 06:51:25.714285824,2024,9,19,3,0,3,1.3333333333333333
Baked Goods,220,Corporate,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15,2024-09-19 12:44:04.897959168,2024,9,19,3,0,3,1.3636363636363635
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,2024-09-19 18:36:44.081632768,2024,9,19,3,0,3,1.25
Dairy Products,261,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,23,2024-09-20 00:29:23.265306112,2024,9,20,4,0,3,1.3409961685823755
Dairy Products,275,Social Gathering,388,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,16,2024-09-20 06:22:02.448979712,2024,9,20,4,0,3,1.410909090909091
Dairy Products,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,2024-09-20 12:14:41.632653056,2024,9,20,4,0,3,1.25
Vegetables,380,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,2024-09-20 18:07:20.816326656,2024,9,20,4,0,3,1.263157894736842
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-09-21 00:00:00.000000000,2024,9,21,5,1,3,1.25
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-09-21 05:52:39.183673344,2024,9,21,5,1,3,1.3636363636363635
Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,15,2024-09-21 11:45:18.367346944,2024,9,21,5,1,3,1.2857142857142858
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-09-21 17:37:57.551020288,2024,9,21,5,1,3,1.2857142857142858
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-09-21 23:30:36.734693888,2024,9,21,5,1,3,1.3636363636363635
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-09-22 11:15:55.102040832,2024,9,22,6,1,3,1.3636363636363635
Meat,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,2024-09-22 17:08:34.285714176,2024,9,22,6,1,3,1.3557692307692308
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,34,2024-09-22 23:01:13.469387776,2024,9,22,6,1,3,1.4
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,2024-09-23 04:53:52.653061120,2024,9,23,0,0,3,1.25
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2024-09-23 10:46:31.836734720,2024,9,23,0,0,3,1.2857142857142858
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-09-23 16:39:11.020408064,2024,9,23,0,0,3,1.4
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,2024-09-23 22:31:50.204081664,2024,9,23,0,0,3,1.25
Baked Goods,270,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-09-24 04:24:29.387755008,2024,9,24,1,0,3,1.4814814814814814
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-09-24 10:17:08.571428608,2024,9,24,1,0,3,1.4
Dairy Products,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2024-09-24 16:09:47.755101952,2024,9,24,1,0,3,1.3557692307692308
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-09-24 22:02:26.938775552,2024,9,24,1,0,3,1.2857142857142858
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,2024-09-25 03:55:06.122448896,2024,9,25,2,0,3,1.4
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-09-25 09:47:45.306122496,2024,9,25,2,0,3,1.4
Meat,302,Birthday,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,2024-09-25 15:40:24.489795840,2024,9,25,2,0,3,1.228476821192053
Meat,430,Wedding,477,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,29,2024-09-25 21:33:03.673469440,2024,9,25,2,0,3,1.1093023255813954
Meat,400,Birthday,450,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,2024-09-26 03:25:42.857142784,2024,9,26,3,0,3,1.125
Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Buffet,Rural,Moderate,20,2024-09-26 09:18:22.040816384,2024,9,26,3,0,3,1.4
Meat,290,Corporate,374,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,27,2024-09-26 15:11:01.224489728,2024,9,26,3,0,3,1.289655172413793
